title,url,price,location,beds,baths,type,posted,agent,featured,posted_days,district,municipality,bhk_from_title,type_from_title,semi_furnished,fully_furnished,brand_new,private_gate
"1BHK Room Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-358/,7500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,1,room,8 days ago,NPB-Rent-Synthetic,False,8,Lalitpur,Lalitpur,1,room,0,0,0,0
"1BHK Commercial Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-359/,56500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",1,2,commercial,21 days ago,NPB-Rent-Synthetic,True,21,Kathmandu,Mahankal Road,1,commercial,0,0,0,0
"1BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-360/,16000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,1,flat,30 days ago,NPB-Rent-Synthetic,True,30,Kathmandu,Kathmandu,1,flat,1,0,0,0
"2BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-361/,26000,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,1,flat,20 days ago,NPB-Rent-Synthetic,True,20,Kathmandu,Shankhamul Chok,2,flat,0,0,0,1
"4BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-362/,61500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",4,1,flat,27 days ago,NPB-Rent-Synthetic,False,27,Kathmandu,Kathmandu,4,flat,0,0,1,0
"3BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-363/,36000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",3,1,flat,35 days ago,NPB-Rent-Synthetic,True,35,Bhaktapur,Araniko Highway,3,flat,0,0,0,0
"3BHK Flat Rent in Ghattekulo, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-364/,42500,"Ghattekulo, Kathmandu-29, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 00446, Nepal",3,1,flat,22 days ago,NPB-Rent-Synthetic,True,22,Kathmandu,Kathmandu,3,flat,1,0,0,0
"1BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-365/,10000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",1,1,flat,19 days ago,NPB-Rent-Synthetic,False,19,Bhaktapur,Araniko Highway,1,flat,0,0,0,1
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-366/,26500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,51 days ago,NPB-Rent-Synthetic,False,51,Kathmandu,Saraswati Nagar Marga,2,flat,1,0,1,0
"1BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-367/,20000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,1,flat,13 days ago,NPB-Rent-Synthetic,True,13,Lalitpur,Lalitpur,1,flat,0,0,0,0
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-368/,34000,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,28 days ago,NPB-Rent-Synthetic,False,28,Kathmandu,Kathmandu,2,flat,0,0,0,1
"0BHK Commercial Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-369/,41000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",0,1,commercial,26 days ago,NPB-Rent-Synthetic,True,26,Kathmandu,Saraswati Nagar Marga,0,commercial,0,0,1,0
"3BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-370/,32500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",3,1,flat,52 days ago,NPB-Rent-Synthetic,True,52,Lalitpur,Lalitpur,3,flat,1,0,0,0
"1BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-371/,8000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",1,2,flat,12 days ago,NPB-Rent-Synthetic,False,12,Kathmandu,Budhanilkantha,1,flat,1,0,0,1
"4BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-372/,44500,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",4,2,flat,20 days ago,NPB-Rent-Synthetic,False,20,Lalitpur,Mahalaxmi,4,flat,0,0,0,1
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-373/,32500,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,1,flat,23 days ago,NPB-Rent-Synthetic,False,23,Lalitpur,Basnetgaun,2,flat,1,0,0,1
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-374/,27000,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,47 days ago,NPB-Rent-Synthetic,False,47,Kathmandu,Mahankal Road,2,flat,1,0,0,1
"1BHK Commercial Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-375/,21000,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,2,commercial,54 days ago,NPB-Rent-Synthetic,False,54,Kathmandu,Shankhamul Chok,1,commercial,0,0,1,0
"1BHK Commercial Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-376/,55000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,2,commercial,8 days ago,NPB-Rent-Synthetic,False,8,Lalitpur,Lalitpur,1,commercial,0,0,0,0
"1BHK Commercial Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-377/,33000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",1,2,commercial,24 days ago,NPB-Rent-Synthetic,True,24,Kathmandu,Budhanilkantha,1,commercial,1,0,0,0
"3BHK Flat Rent in kausaltar, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-378/,33000,"kausaltar, Araniko Highway, sachet marga tole, Kaushaltar, Madhyapur Thimi-02, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44810, Nepal",3,1,flat,25 days ago,NPB-Rent-Synthetic,True,25,Bhaktapur,Araniko Highway,3,flat,1,0,0,0
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-379/,37500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,31 days ago,NPB-Rent-Synthetic,True,31,Kathmandu,Kathmandu,2,flat,0,0,0,0
"3BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-380/,39500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",3,1,flat,40 days ago,NPB-Rent-Synthetic,True,40,Kathmandu,Shankhamul Chok,3,flat,1,0,0,0
"2BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-381/,32000,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,1,flat,42 days ago,NPB-Rent-Synthetic,False,42,Kathmandu,Golfutar Main Road,2,flat,0,0,0,0
"2BHK Flat Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-382/,32500,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",2,1,flat,11 days ago,NPB-Rent-Synthetic,False,11,Bhaktapur,Araniko Highway,2,flat,0,0,0,0
"2BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-383/,27000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",2,1,flat,52 days ago,NPB-Rent-Synthetic,True,52,Lalitpur,Lalitpur,2,flat,0,0,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-384/,20000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,2,flat,21 days ago,NPB-Rent-Synthetic,False,21,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-385/,21000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,16 days ago,NPB-Rent-Synthetic,True,16,Kathmandu,Budhanilkantha,2,flat,0,0,1,0
"2BHK Flat Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-386/,36500,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",2,1,flat,7 days ago,NPB-Rent-Synthetic,True,7,Kathmandu,Budhanilkantha,2,flat,1,0,0,0
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-387/,33500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,2,flat,48 days ago,NPB-Rent-Synthetic,True,48,Kathmandu,Kathmandu,2,flat,1,0,0,0
"4BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-388/,47000,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",4,2,flat,34 days ago,NPB-Rent-Synthetic,True,34,Kathmandu,Makkhan Tol,4,flat,1,0,1,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-389/,23500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,45 days ago,NPB-Rent-Synthetic,True,45,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"1BHK Room Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-390/,9000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,1,room,15 days ago,NPB-Rent-Synthetic,True,15,Kathmandu,budhalinkantha main road,1,room,0,0,0,0
"1BHK Room Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-391/,9500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,1,room,52 days ago,NPB-Rent-Synthetic,False,52,Kathmandu,Kathmandu,1,room,0,0,1,0
"2BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-392/,20000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,1,flat,18 days ago,NPB-Rent-Synthetic,False,18,Kathmandu,budhalinkantha main road,2,flat,1,0,1,0
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-393/,21000,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,52 days ago,NPB-Rent-Synthetic,True,52,Kathmandu,Kathmandu,2,flat,0,0,1,0
"4BHK Flat Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-394/,58500,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",4,1,flat,31 days ago,NPB-Rent-Synthetic,True,31,Lalitpur,Lalitpur,4,flat,1,0,0,0
"3BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-395/,42000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",3,1,flat,16 days ago,NPB-Rent-Synthetic,False,16,Lalitpur,Mahalaxmi,3,flat,0,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-396/,23500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,2,flat,13 days ago,NPB-Rent-Synthetic,False,13,Kathmandu,Makkhan Tol,2,flat,1,0,1,0
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-397/,30500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,Today,NPB-Rent-Synthetic,False,0,Kathmandu,Mahankal Road,2,flat,0,1,0,1
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-398/,28500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,43 days ago,NPB-Rent-Synthetic,False,43,Kathmandu,Makkhan Tol,2,flat,1,0,0,0
"3BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-399/,39500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",3,1,flat,39 days ago,NPB-Rent-Synthetic,True,39,Bhaktapur,Inaya Tole,3,flat,0,0,0,0
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-400/,31000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,52 days ago,NPB-Rent-Synthetic,False,52,Kathmandu,Saraswati Nagar Marga,2,flat,0,0,0,1
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-401/,27000,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,46 days ago,NPB-Rent-Synthetic,True,46,Kathmandu,Mahankal Road,2,flat,0,0,1,0
"4BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-402/,50000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",4,2,flat,48 days ago,NPB-Rent-Synthetic,False,48,Lalitpur,Mahalaxmi,4,flat,0,1,0,1
"0BHK Commercial Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-403/,50000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",0,1,commercial,45 days ago,NPB-Rent-Synthetic,False,45,Bhaktapur,Balkot-Biruwa Road,0,commercial,0,0,1,1
"1BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-404/,24000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,1,flat,42 days ago,NPB-Rent-Synthetic,True,42,Kathmandu,Kathmandu,1,flat,0,0,0,1
"1BHK Flat Rent in Ghattekulo, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-405/,11000,"Ghattekulo, Kathmandu-29, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 00446, Nepal",1,1,flat,16 days ago,NPB-Rent-Synthetic,False,16,Kathmandu,Kathmandu,1,flat,0,0,0,0
"4BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-406/,58500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",4,2,flat,44 days ago,NPB-Rent-Synthetic,True,44,Bhaktapur,Inaya Tole,4,flat,1,0,1,0
"2BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-407/,20500,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",2,2,flat,6 days ago,NPB-Rent-Synthetic,False,6,Kathmandu,Golfutar Main Road,2,flat,0,0,0,1
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-408/,34000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,47 days ago,NPB-Rent-Synthetic,False,47,Kathmandu,Kathmandu,2,flat,0,0,0,0
"3BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-409/,50000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",3,1,flat,9 days ago,NPB-Rent-Synthetic,True,9,Kathmandu,budhalinkantha main road,3,flat,0,0,0,1
"2BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-410/,38000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",2,1,flat,18 days ago,NPB-Rent-Synthetic,True,18,Bhaktapur,Balkot-Biruwa Road,2,flat,1,0,1,0
"1BHK Room Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-411/,8000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,room,16 days ago,NPB-Rent-Synthetic,False,16,Lalitpur,Dhobighat,1,room,1,0,0,0
"2BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-412/,25500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",2,2,flat,1 days ago,NPB-Rent-Synthetic,True,1,Kathmandu,Kathmandu,2,flat,0,0,0,0
"1BHK Room Rent in kapan->> jagadol road, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-413/,9000,"kapan->> jagadol road, Budhanilkantha-11, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 21740, Nepal",1,1,room,20 days ago,NPB-Rent-Synthetic,True,20,Kathmandu,Budhanilkantha,1,room,1,0,0,1
"3BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-414/,32000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",3,1,flat,18 days ago,NPB-Rent-Synthetic,False,18,Lalitpur,Lalitpur,3,flat,0,0,1,0
"1BHK Flat Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-415/,15500,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,1,flat,4 days ago,NPB-Rent-Synthetic,False,4,Kathmandu,budhalinkantha main road,1,flat,1,0,1,0
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-416/,28500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,21 days ago,NPB-Rent-Synthetic,True,21,Kathmandu,Kathmandu,2,flat,0,0,0,0
"4BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-417/,50500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",4,2,flat,22 days ago,NPB-Rent-Synthetic,False,22,Kathmandu,Kathmandu,4,flat,0,1,0,0
"1BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-418/,24000,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,1,flat,43 days ago,NPB-Rent-Synthetic,True,43,Kathmandu,Golfutar Main Road,1,flat,0,0,0,0
"2BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-419/,29500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",2,1,flat,33 days ago,NPB-Rent-Synthetic,True,33,Lalitpur,Lalitpur,2,flat,1,0,1,0
"0BHK Commercial Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-420/,24000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",0,1,commercial,29 days ago,NPB-Rent-Synthetic,True,29,Lalitpur,Basnetgaun,0,commercial,0,0,0,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-421/,21500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,2 days ago,NPB-Rent-Synthetic,True,2,Kathmandu,Kathmandu,2,flat,1,0,0,0
"1BHK Room Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-422/,9000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,1,room,12 days ago,NPB-Rent-Synthetic,True,12,Lalitpur,Lalitpur,1,room,0,0,0,0
"1BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-423/,26000,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",1,1,flat,38 days ago,NPB-Rent-Synthetic,True,38,Kathmandu,Kathmandu,1,flat,1,0,1,0
"1BHK Room Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-424/,7000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",1,1,room,55 days ago,NPB-Rent-Synthetic,True,55,Bhaktapur,Balkot-Biruwa Road,1,room,0,0,0,0
"3BHK Commercial Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-425/,79000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",3,1,commercial,5 days ago,NPB-Rent-Synthetic,True,5,Kathmandu,Saraswati Nagar Marga,3,commercial,0,0,0,1
"1BHK Commercial Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-426/,70000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,2,commercial,17 days ago,NPB-Rent-Synthetic,True,17,Lalitpur,Lalitpur,1,commercial,1,0,0,0
"1BHK Commercial Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-427/,46000,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",1,2,commercial,38 days ago,NPB-Rent-Synthetic,True,38,Kathmandu,budhalinkantha main road,1,commercial,0,0,0,0
"2BHK Commercial Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-428/,41500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,commercial,Today,NPB-Rent-Synthetic,True,0,Kathmandu,Mahankal Road,2,commercial,0,0,0,0
"1BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-429/,19500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",1,1,flat,40 days ago,NPB-Rent-Synthetic,False,40,Lalitpur,Tutepani,1,flat,0,1,0,0
